timestamp_s,outdoor_temperature_C,direct_normal_W_m2,diffuse_horizontal_W_m2,global_horizontal_W_m2,solar_altitude_deg,solar_azimuth_deg,south_window_direct_W_m2,south_window_diffuse_W_m2,window_solar_gain_W,wall_solar_gain_W,roof_solar_gain_W,opaque_solar_gain_W,total_zone_solar_gain_W
20073600.0,23.9,595.0,119.0,366.0,-38.41500841169021,180.40300073549676,0.0,59.5,511.688934,143.52623360728995,13.875839999999997,157.40207360728994,669.09100760729
20077200.0,26.1,624.0,160.0,525.0,-36.64322247375988,161.99103910698696,0.0,80.0,700.67376,194.06822535335797,29.462399999999995,223.53062535335798,924.204385353358
20080800.0,26.7,667.0,188.0,672.0,-31.516401143192127,145.34662397284666,0.0,94.0,829.736568,237.8120499364909,40.10687999999999,277.9189299364909,1107.655497936491
20084400.0,27.2,410.0,336.0,674.0,-23.83717454095716,131.18675063421472,0.0,168.0,1511.925696,228.5505263620775,96.37056,324.9210863620775,1836.8467823620776
20088000.0,28.3,763.0,199.0,868.0,-14.424361632730921,119.23740640656115,0.0,99.5,880.439814,279.1602548622765,44.28863999999999,323.44889486227646,1203.8887088622764
20091600.0,29.4,821.0,162.0,883.0,-3.910416526105237,108.83837559070587,0.0,81.0,709.892532,264.56821204788434,30.222719999999995,294.7909320478843,1004.6834640478843
20095200.0,30.0,747.0,195.0,814.0,7.252822998459047,99.28007303630767,0.0,97.5,862.00227,229.03770309820897,78.61980261708423,307.6575057152932,1169.659775715293
20098800.0,30.6,649.0,202.0,676.0,18.722248725685525,89.85191066832333,1.5886734474201054,101.0,908.91359029422,175.18985982027291,124.62273084442307,299.812590664696,1208.7261809589158
20102400.0,31.1,738.0,117.0,555.0,30.18087355628256,79.73544461837405,113.68010792510856,58.5,1550.4611578969689,157.19317539133027,154.16087827497492,311.35405366630516,1861.815211563274
20106000.0,28.9,575.0,134.0,378.0,41.23231492278276,67.77390683690474,163.57007669301407,67.0,2088.7449670554106,123.29180944647214,163.65522599704403,286.94703544351614,2375.6920024989267
20109600.0,27.8,0.0,41.0,41.0,51.21212226743551,52.09514728852471,0.0,20.5,152.156826,-16.786584,-15.776640000000006,-32.563224000000005,119.59360199999999
20113200.0,25.6,55.0,10.0,12.0,58.826049710708574,29.986205014788084,24.659250756112396,5.0,236.5938704114278,-23.382662258163474,-9.672037109837625,-33.054699368001096,203.53917104342668
20116800.0,24.4,0.0,0.0,0.0,61.92267040711007,0.6709008295662074,0.0,0.0,-36.828,-33.370920000000005,-31.363200000000006,-64.73412000000002,-101.56212000000002
