case,metric,value,unit,occurrence_time_s,result_source,implementation,run_mode,formal_ashrae_result,lower,upper,within_ashrae_range
620,annual_heating_energy,4.823477106182571,MWh,,Modelica,modelica,native,True,3.67,5.38,True
620,annual_heating_energy,5.059147098439902,MWh,,RClib,iso13790,native,True,3.67,5.38,True
620,annual_cooling_energy,4.008999626478124,MWh,,Modelica,modelica,native,True,2.76,5.19,True
620,annual_cooling_energy,3.840018381279018,MWh,,RClib,iso13790,native,True,2.76,5.19,True
