case,metric,value,unit,occurrence_time_s,result_source,implementation,run_mode,formal_ashrae_result,lower,upper,within_ashrae_range
920,annual_heating_energy,3.649996024277112,MWh,,Modelica,modelica,native,True,2.55,4.2,True
920,annual_heating_energy,3.539694291595484,MWh,,RClib,iso13790,native,True,2.55,4.2,True
920,annual_cooling_energy,2.6843194857447026,MWh,,Modelica,modelica,native,True,2.43,3.08,True
920,annual_cooling_energy,2.1098282664159846,MWh,,RClib,iso13790,native,True,2.43,3.08,False
