scenario,interpretation,topology,construction_mode,solar_f_air,solar_f_AW,solar_f_IW,internal_f_air,inside_h_W_m2K,neutral_longwave,infiltration_ACH,annual_solar_MWh,heating_MWh,cooling_MWh,peak_heating_kW,peak_cooling_kW,maximum_balance_residual_W,compare_to,delta_heating_MWh,delta_cooling_MWh
V0,audited starting point: inferred 96 m² IW and area allocation,IW,layer-controlled,0.0,,,1.0,8.0,False,0.414,12.112388823424306,3.1602672243919536,2.9927950453609142,3.6232534309879534,4.242163214335157,9.094947017729282e-13,,,
V1a,"allocation only: retain IW topology, send solar to AW",IW,layer-controlled,0.0,1.0,0.0,1.0,8.0,False,0.414,12.112388823424306,3.466875880988486,3.209317170020289,3.6550616695723583,4.528335699807439,9.094947017729282e-13,V0,0.30660865659653247,0.2165221246593747
V1b,"topology only relative to V1a: remove IW, retain all-AW solar",no-IW,layer-controlled,0.0,1.0,0.0,1.0,8.0,False,0.414,12.112388823424306,5.970153277128481,4.469507810388873,3.70670428525105,4.658935631561224,9.094947017729282e-13,V1a,2.503277396139995,1.2601906403685836
V2,matched Modelica solar-node fractions,IW,layer-controlled,0.02382233151463921,0.1474056035175389,0.8287720649678219,1.0,8.0,False,0.414,12.112388823424306,2.834490847086139,2.8266387046266064,3.5838989328078017,3.882488903890149,9.094947017729282e-13,V0,-0.32577637730581444,-0.16615634073430785
V3,U-value-controlled envelope reduction,IW,U-controlled,0.02382233151463921,0.1474056035175389,0.8287720649678219,1.0,8.0,False,0.414,12.112388823424306,1.6712272223891653,1.8945955899914313,2.6261410834045282,2.5119454073954377,9.094947017729282e-13,V2,-1.1632636246969739,-0.9320431146351751
V4,matched inside surface coefficient,IW,U-controlled,0.02382233151463921,0.1474056035175389,0.8287720649678219,1.0,9.1,False,0.414,12.112388823424306,1.6613411369211246,1.9854956182374706,2.848725262946142,2.8622389819366463,9.094947017729282e-13,V3,-0.009886085468040706,0.09090002824603927
V5,harmonised long-wave boundary,IW,U-controlled,0.02382233151463921,0.1474056035175389,0.8287720649678219,1.0,9.1,True,0.414,12.112388823424306,1.1683237718477697,2.3979770857669265,2.685395698141534,3.0113008933430296,9.094947017729282e-13,V4,-0.4930173650733549,0.4124814675294559
V6,matched 200 W internal-gain split,IW,U-controlled,0.02382233151463921,0.1474056035175389,0.8287720649678219,0.5,9.1,True,0.414,12.112388823424306,1.1709303889858145,2.3950794565973417,2.686272137964306,3.0105110331998204,9.094947017729282e-13,V5,0.0026066171380447756,-0.0028976291695848033
V7,floor and airflow provenance resolved: comparator values retained,IW,U-controlled,0.02382233151463921,0.1474056035175389,0.8287720649678219,0.5,9.1,True,0.414,12.112388823424306,1.1709303889858145,2.3950794565973417,2.686272137964306,3.0105110331998204,9.094947017729282e-13,V6,0.0,0.0
