metric,iso_modelica_solar,modelica_native,difference
annual_cooling_energy,2.284475341183729,2.2844103804575315,6.496072619732729e-05
annual_heating_energy,1.8185355635542553,1.8327671289044072,-0.014231565350151909
peak_cooling_load,2.3730742631729487,2.365475553094811,0.007598710078137838
peak_heating_load,2.6465363499090775,2.639676927805941,0.006859422103136392
