timestamp_s,case,implementation,run_mode,formal_ashrae_result,zone_temperature_C,heating_load_W,cooling_load_W,outdoor_temperature_C,solar_gain_W
3600.0,900,iso13790,native,True,19.999999999999993,1023.3669910762015,0.0,-17.99999999999997,-101.56212000000002
7200.0,900,iso13790,native,True,20.000000000000004,1163.3598259901426,0.0,-16.599999999999966,-101.56212000000002
10800.0,900,iso13790,native,True,19.999999999999996,1285.0676798986983,0.0,-15.299999999999955,-101.56212000000002
14400.0,900,iso13790,native,True,20.000000000000007,1399.540397959226,0.0,-14.399999999999977,-101.56212000000002
18000.0,900,iso13790,native,True,19.999999999999996,1483.6140828098312,0.0,-13.0,-101.56212000000002
21600.0,900,iso13790,native,True,20.000000000000004,1536.1573619491123,0.0,-11.099999999999966,-101.56212000000002
25200.0,900,iso13790,native,True,19.999999999999993,1585.6878455463036,0.0,-9.699999999999989,-101.56212000000002
28800.0,900,iso13790,native,True,19.99999999999999,1599.0217133013819,0.0,-7.699999999999989,-57.02742596714751
32400.0,900,iso13790,native,True,20.0,1566.4585895858788,0.0,-5.899999999999977,322.66295544308934
36000.0,900,iso13790,native,True,20.000000000000004,1455.3430246244404,0.0,-2.1999999999999886,593.7498029594683
39600.0,900,iso13790,native,True,20.0,1325.912138094777,0.0,1.400000000000034,738.4965738932887
43200.0,900,iso13790,native,True,20.0,1225.8296843874743,0.0,2.8000000000000114,998.0008444415523
46800.0,900,iso13790,native,True,20.00000000000001,1077.8881961106142,0.0,4.400000000000034,1497.931691191557
50400.0,900,iso13790,native,True,20.000000000000004,965.434799845558,0.0,3.3000000000000114,2140.6478392666777
54000.0,900,iso13790,native,True,20.0,850.3540834076533,0.0,3.900000000000034,2090.014616016134
57600.0,900,iso13790,native,True,19.999999999999996,780.9011122196156,0.0,2.2000000000000455,2341.201855417254
61200.0,900,iso13790,native,True,20.00000000000001,932.5973517719837,0.0,-0.5999999999999659,743.0979123994086
64800.0,900,iso13790,native,True,19.999999999999993,1077.9405144219947,0.0,-2.1999999999999886,-101.56212000000002
68400.0,900,iso13790,native,True,19.999999999999996,1224.822306596759,0.0,-5.0,-101.56212000000002
72000.0,900,iso13790,native,True,19.999999999999993,1314.8867313275928,0.0,-5.599999999999966,-101.56212000000002
75600.0,900,iso13790,native,True,20.000000000000004,1399.0508725579573,0.0,-6.099999999999966,-101.56212000000002
79200.0,900,iso13790,native,True,19.999999999999993,1465.2507825839496,0.0,-6.099999999999966,-101.56212000000002
82800.0,900,iso13790,native,True,20.000000000000004,1526.1358368233764,0.0,-6.099999999999966,-101.56212000000002
86400.0,900,iso13790,native,True,19.999999999999993,1549.6187726054195,0.0,-5.0,-101.56212000000002
90000.0,900,iso13790,native,True,20.000000000000004,1595.8720423397026,0.0,-5.0,-101.56212000000002
93600.0,900,iso13790,native,True,19.999999999999996,1656.1467613995806,0.0,-5.599999999999966,-101.56212000000002
97200.0,900,iso13790,native,True,20.00000000000001,1680.3988961360499,0.0,-5.0,-101.56212000000002
100800.0,900,iso13790,native,True,20.000000000000004,1766.40134738063,0.0,-6.699999999999989,-101.56212000000002
104400.0,900,iso13790,native,True,20.000000000000004,1774.8809295890057,0.0,-5.599999999999966,-101.56212000000002
108000.0,900,iso13790,native,True,19.999999999999993,1822.1144643357984,0.0,-6.099999999999966,-101.56212000000002
111600.0,900,iso13790,native,True,20.000000000000004,1804.0998835481112,0.0,-4.399999999999977,-101.56212000000002
115200.0,900,iso13790,native,True,19.999999999999986,1771.3055285893581,0.0,-2.7999999999999545,-31.664151044776546
118800.0,900,iso13790,native,True,20.000000000000004,1718.1149443433262,0.0,-1.6999999999999886,258.0306357902953
122400.0,900,iso13790,native,True,19.999999999999996,1554.3681390045726,0.0,2.2000000000000455,613.2309755434064
126000.0,900,iso13790,native,True,20.000000000000007,1413.3100269365577,0.0,5.600000000000023,529.2416363078587
129600.0,900,iso13790,native,True,19.999999999999996,1211.8382210167551,0.0,8.900000000000034,996.6176989003244
133200.0,900,iso13790,native,True,20.000000000000004,1083.218991060402,0.0,9.400000000000034,1206.7276440641504
136800.0,900,iso13790,native,True,19.99999999999999,951.4474021730559,0.0,9.400000000000034,1535.1657782471123
140400.0,900,iso13790,native,True,20.000000000000007,751.2921041937481,0.0,10.0,2273.446501052415
144000.0,900,iso13790,native,True,19.999999999999996,737.7621037730241,0.0,7.800000000000011,1651.3666508208914
147600.0,900,iso13790,native,True,20.000000000000007,781.447634657883,0.0,6.7000000000000455,680.5483164369992
151200.0,900,iso13790,native,True,19.999999999999996,887.236051732128,0.0,5.0,-101.56212000000002
154800.0,900,iso13790,native,True,20.000000000000007,1030.5063242201052,0.0,1.1000000000000227,-101.56212000000002
158400.0,900,iso13790,native,True,20.0,1107.3725951171364,0.0,0.0,-101.56212000000002
162000.0,900,iso13790,native,True,20.000000000000004,1203.660857897593,0.0,-1.6999999999999886,-101.56212000000002
165600.0,900,iso13790,native,True,20.00000000000001,1236.3795311313886,0.0,-1.099999999999966,-101.56212000000002
169200.0,900,iso13790,native,True,20.000000000000004,1229.6710736486334,0.0,0.6000000000000227,-101.56212000000002
172800.0,900,iso13790,native,True,20.000000000000004,1279.340296443192,0.0,0.0,-101.56212000000002
176400.0,900,iso13790,native,True,20.00000000000001,1329.3081771398702,0.0,-0.5999999999999659,-101.56212000000002
180000.0,900,iso13790,native,True,20.00000000000001,1361.8158477084637,0.0,-0.5999999999999659,-101.56212000000002
183600.0,900,iso13790,native,True,20.00000000000001,1406.4927171534723,0.0,-1.099999999999966,-101.56212000000002
187200.0,900,iso13790,native,True,20.00000000000001,1454.1104789280314,0.0,-1.6999999999999886,-101.56212000000002
190800.0,900,iso13790,native,True,20.000000000000004,1484.4567097305255,0.0,-1.6999999999999886,-101.56212000000002
194400.0,900,iso13790,native,True,20.00000000000001,1494.6317049234785,0.0,-1.099999999999966,-101.56212000000002
198000.0,900,iso13790,native,True,20.000000000000004,1517.4383430785256,0.0,-1.099999999999966,-101.56212000000002
201600.0,900,iso13790,native,True,20.000000000000007,1516.91797501992,0.0,-0.5999999999999659,-34.84589128986534
205200.0,900,iso13790,native,True,20.000000000000007,1391.1726097153169,0.0,3.3000000000000114,202.1292434232888
208800.0,900,iso13790,native,True,19.999999999999996,1269.6894819248464,0.0,5.600000000000023,546.9656425053709
212400.0,900,iso13790,native,True,19.999999999999993,1215.049977722801,0.0,6.100000000000023,481.79245360193636
