case,metric,value,unit,occurrence_time_s,result_source,implementation,run_mode,formal_ashrae_result,lower,upper,within_ashrae_range
900,annual_heating_energy,1.8327671289044072,MWh,,Modelica,modelica,native,True,1.04,2.28,True
900,annual_heating_energy,4.790196300823487,MWh,,RClib,iso13790,native,True,1.04,2.28,False
900,annual_cooling_energy,2.2844103804575315,MWh,,Modelica,modelica,native,True,2.35,2.6,False
900,annual_cooling_energy,0.6143385272004637,MWh,,RClib,iso13790,native,True,2.35,2.6,False
